dataset,filename,setting,psnr,ssim,lpips
U90,15418.png,Uniform guide,28.252351760864258,0.9511268138885498,0.04495960474014282
U90,15426.png,Uniform guide,28.182382583618164,0.9423725008964539,0.05706869810819626
U90,15418.png,Raw-input guide,28.252613067626953,0.952140748500824,0.043711401522159576
U90,15426.png,Raw-input guide,29.183433532714844,0.9401788711547852,0.07578065246343613
U90,15418.png,Cross-image guide,28.10869026184082,0.9490130543708801,0.05760106444358826
U90,15426.png,Cross-image guide,26.46145248413086,0.9386685490608215,0.06423978507518768
U90,15418.png,Full spatial guide,28.50389289855957,0.9527423977851868,0.0422867052257061
U90,15426.png,Full spatial guide,29.44927978515625,0.9414596557617188,0.06585139781236649
U90,15704.png,Zero guide,20.933149337768555,0.83575040102005,0.12562748789787292
U90,1573.png,Zero guide,26.855676651000977,0.9360620975494385,0.02921317145228386
U90,15704.png,Uniform guide,29.550973892211914,0.9771016240119934,0.02621433697640896
U90,1573.png,Uniform guide,28.59278106689453,0.9586406350135803,0.01948172226548195
U90,15704.png,Raw-input guide,30.374553680419922,0.9776623845100403,0.02325853705406189
U90,1573.png,Raw-input guide,27.772958755493164,0.9145166277885437,0.022540822625160217
U90,15704.png,Cross-image guide,20.43213653564453,0.8720727562904358,0.10444027185440063
U90,1573.png,Cross-image guide,20.45810890197754,0.8678730130195618,0.04642783850431442
U90,15704.png,Full spatial guide,30.640209197998047,0.9779067635536194,0.023102467879652977
U90,1573.png,Full spatial guide,27.17685317993164,0.911644697189331,0.024039626121520996
U90,1660.png,Zero guide,17.980192184448242,0.9191837906837463,0.1586359292268753
U90,1742.png,Zero guide,21.37657928466797,0.9345064163208008,0.13174398243427277
U90,1660.png,Uniform guide,19.31053924560547,0.9530155062675476,0.10536452382802963
U90,1742.png,Uniform guide,18.008743286132812,0.9042749404907227,0.22131042182445526
U90,1660.png,Raw-input guide,20.03547477722168,0.9509382247924805,0.08754436671733856
U90,1742.png,Raw-input guide,16.631839752197266,0.9089024662971497,0.24916887283325195
U90,1660.png,Cross-image guide,21.02904510498047,0.9625627994537354,0.1046113669872284
U90,1742.png,Cross-image guide,20.557628631591797,0.8258638978004456,0.18370193243026733
U90,1660.png,Full spatial guide,20.363880157470703,0.9548729062080383,0.09463351964950562
U90,1742.png,Full spatial guide,17.0557861328125,0.910076379776001,0.22984768450260162
U90,1957.png,Zero guide,19.557289123535156,0.830279529094696,0.164154052734375
U90,208_img_.png,Zero guide,25.283519744873047,0.9616169929504395,0.1603218913078308
U90,1957.png,Uniform guide,26.455787658691406,0.9650270342826843,0.055843256413936615
U90,208_img_.png,Uniform guide,25.247417449951172,0.9688851833343506,0.038446761667728424
U90,1957.png,Raw-input guide,26.991703033447266,0.965899646282196,0.062208570539951324
U90,208_img_.png,Raw-input guide,25.007625579833984,0.9711432456970215,0.03684551641345024
U90,1957.png,Cross-image guide,24.79419708251953,0.9648565649986267,0.07816284894943237
U90,208_img_.png,Cross-image guide,23.035137176513672,0.9423370361328125,0.1267431527376175
U90,1957.png,Full spatial guide,26.981687545776367,0.9654202461242676,0.0627596378326416
U90,208_img_.png,Full spatial guide,25.2791690826416,0.9697312712669373,0.04111813008785248
U90,209_img_.png,Zero guide,26.34881019592285,0.971254825592041,0.052730709314346313
U90,210_img_.png,Zero guide,29.126583099365234,0.9748378396034241,0.0572253093123436
U90,209_img_.png,Uniform guide,19.328948974609375,0.8672879338264465,0.12392747402191162
U90,210_img_.png,Uniform guide,20.465606689453125,0.8078364729881287,0.20659273862838745
U90,209_img_.png,Raw-input guide,19.052913665771484,0.8658661842346191,0.13291747868061066
U90,210_img_.png,Raw-input guide,22.948280334472656,0.8842911720275879,0.14729005098342896
U90,209_img_.png,Cross-image guide,18.40996551513672,0.8611279129981995,0.1637166440486908
U90,210_img_.png,Cross-image guide,20.488677978515625,0.8071408271789551,0.209468275308609
U90,209_img_.png,Full spatial guide,19.017200469970703,0.8680377006530762,0.13253724575042725
U90,210_img_.png,Full spatial guide,25.50581169128418,0.9357728958129883,0.08864522725343704
U90,211_img_.png,Zero guide,24.466156005859375,0.9467597007751465,0.10284359753131866
U90,212_img_.png,Zero guide,26.831520080566406,0.9432885050773621,0.12659777700901031
U90,211_img_.png,Uniform guide,30.29414939880371,0.9647811055183411,0.04695621132850647
U90,212_img_.png,Uniform guide,29.147624969482422,0.9689338803291321,0.07234534621238708
U90,211_img_.png,Raw-input guide,30.461944580078125,0.9666457176208496,0.04515708610415459
U90,212_img_.png,Raw-input guide,30.65291404724121,0.9773901104927063,0.04664153978228569
U90,211_img_.png,Cross-image guide,30.71026611328125,0.9700868725776672,0.04315831512212753
U90,212_img_.png,Cross-image guide,28.25889778137207,0.9751815795898438,0.05590084195137024
U90,211_img_.png,Full spatial guide,30.655729293823242,0.9678013920783997,0.04308411851525307
U90,212_img_.png,Full spatial guide,30.829544067382812,0.9776167273521423,0.043507713824510574
U90,213_img_.png,Zero guide,19.85202407836914,0.7606425881385803,0.18538014590740204
U90,2546.png,Zero guide,28.16433334350586,0.9784832000732422,0.08978235721588135
U90,213_img_.png,Uniform guide,25.170448303222656,0.9135683178901672,0.07159379124641418
U90,2546.png,Uniform guide,26.386735916137695,0.9715103507041931,0.09766809642314911
U90,213_img_.png,Raw-input guide,21.379146575927734,0.8084619641304016,0.17642676830291748
U90,2546.png,Raw-input guide,24.815338134765625,0.9697358012199402,0.12670248746871948
U90,213_img_.png,Cross-image guide,21.871219635009766,0.7800769209861755,0.19737935066223145
U90,2546.png,Cross-image guide,26.478483200073242,0.9737119674682617,0.10132595896720886
U90,213_img_.png,Full spatial guide,21.125102996826172,0.7952060699462891,0.19112034142017365
U90,2546.png,Full spatial guide,24.75233268737793,0.9696834087371826,0.12715300917625427
U90,25_img_.png,Zero guide,21.44045066833496,0.8580318093299866,0.1016511619091034
U90,2629.png,Zero guide,20.270719528198242,0.8492119908332825,0.2301870882511139
U90,25_img_.png,Uniform guide,22.670330047607422,0.9149230122566223,0.06962911039590836
U90,2629.png,Uniform guide,21.09054946899414,0.8709467053413391,0.18639981746673584
U90,25_img_.png,Raw-input guide,23.753435134887695,0.9197995066642761,0.06974141299724579
U90,2629.png,Raw-input guide,23.29390525817871,0.9123701453208923,0.13676509261131287
U90,25_img_.png,Cross-image guide,21.459810256958008,0.8971381783485413,0.11281761527061462
U90,2629.png,Cross-image guide,23.43239974975586,0.8952176570892334,0.12229589372873306
U90,25_img_.png,Full spatial guide,24.036664962768555,0.923950731754303,0.06970101594924927
U90,2629.png,Full spatial guide,22.536273956298828,0.902177631855011,0.15838724374771118
U90,2677.png,Zero guide,19.58417510986328,0.8940737247467041,0.18398889899253845
U90,26_img_.png,Zero guide,21.22838592529297,0.8093671798706055,0.15102989971637726
U90,2677.png,Uniform guide,17.630033493041992,0.8899214267730713,0.243247389793396
U90,26_img_.png,Uniform guide,23.546560287475586,0.9391255974769592,0.06521178781986237
U90,2677.png,Raw-input guide,17.071592330932617,0.8855123519897461,0.23735250532627106
U90,26_img_.png,Raw-input guide,25.799701690673828,0.949101448059082,0.051198165863752365
U90,2677.png,Cross-image guide,17.522911071777344,0.8965435028076172,0.2001529484987259
U90,26_img_.png,Cross-image guide,20.850515365600586,0.8142274022102356,0.15548749268054962
U90,2677.png,Full spatial guide,17.09866714477539,0.8860073685646057,0.23572459816932678
U90,26_img_.png,Full spatial guide,26.336959838867188,0.9507220387458801,0.04842473194003105
U90,2701.png,Zero guide,17.653039932250977,0.8413717150688171,0.12725219130516052
U90,2774.png,Zero guide,20.91114044189453,0.8480386137962341,0.16764205694198608
U90,2701.png,Uniform guide,16.448591232299805,0.8360598683357239,0.1272260844707489
U90,2774.png,Uniform guide,23.789958953857422,0.9225969910621643,0.08092217892408371
U90,2701.png,Raw-input guide,18.730737686157227,0.8716374039649963,0.13256536424160004
U90,2774.png,Raw-input guide,21.809885025024414,0.8878509998321533,0.109861359000206
U90,2701.png,Cross-image guide,17.59881591796875,0.8542747497558594,0.13332639634609222
U90,2774.png,Cross-image guide,24.43781089782715,0.9281575083732605,0.09739173948764801
U90,2701.png,Full spatial guide,18.8489990234375,0.8735313415527344,0.1319531500339508
U90,2774.png,Full spatial guide,21.780380249023438,0.8866997361183167,0.11220128834247589
U90,2787.png,Zero guide,24.697561264038086,0.9422275424003601,0.07384198158979416
U90,2882.png,Zero guide,19.253767013549805,0.857140302658081,0.17318889498710632
U90,2787.png,Uniform guide,21.860328674316406,0.9178259372711182,0.07673043757677078
U90,2882.png,Uniform guide,24.715065002441406,0.9568718075752258,0.06516261398792267
U90,2787.png,Raw-input guide,23.77666664123535,0.916456937789917,0.06406766176223755
U90,2882.png,Raw-input guide,24.981826782226562,0.9534570574760437,0.07499600946903229
U90,2787.png,Cross-image guide,21.337020874023438,0.8971214294433594,0.09747792780399323
U90,2882.png,Cross-image guide,24.754444122314453,0.9603988528251648,0.05542541295289993
U90,2787.png,Full spatial guide,23.37590217590332,0.9163468480110168,0.06447072327136993
U90,2882.png,Full spatial guide,25.11308479309082,0.952239990234375,0.07765690982341766
U90,2977.png,Zero guide,19.270967483520508,0.8274255394935608,0.20804955065250397
U90,3001.png,Zero guide,25.660484313964844,0.9397088885307312,0.08807548135519028
U90,2977.png,Uniform guide,25.097610473632812,0.9460683465003967,0.06120146065950394
U90,3001.png,Uniform guide,24.3216552734375,0.9599701762199402,0.05833963304758072
U90,2977.png,Raw-input guide,26.048030853271484,0.955365002155304,0.047530997544527054
U90,3001.png,Raw-input guide,25.522424697875977,0.9622872471809387,0.056946590542793274
U90,2977.png,Cross-image guide,26.290788650512695,0.9569427967071533,0.04792846739292145
U90,3001.png,Cross-image guide,21.260555267333984,0.8982295989990234,0.09114453196525574
U90,2977.png,Full spatial guide,23.45999526977539,0.9209775924682617,0.06891879439353943
U90,3001.png,Full spatial guide,25.91234588623047,0.962470531463623,0.05451483651995659
U90,3015.png,Zero guide,20.9932861328125,0.9025352597236633,0.11319491267204285
U90,3196.png,Zero guide,21.62139129638672,0.9450942873954773,0.14018034934997559
U90,3015.png,Uniform guide,20.455520629882812,0.9083618521690369,0.13783101737499237
U90,3196.png,Uniform guide,17.284828186035156,0.8533172607421875,0.17958393692970276
U90,3015.png,Raw-input guide,21.72470474243164,0.9205731749534607,0.13898777961730957
U90,3196.png,Raw-input guide,23.015823364257812,0.9409427642822266,0.10567089915275574
U90,3015.png,Cross-image guide,21.016273498535156,0.9149001240730286,0.15599682927131653
U90,3196.png,Cross-image guide,16.948326110839844,0.8317329287528992,0.19105395674705505
U90,3015.png,Full spatial guide,21.726158142089844,0.9204039573669434,0.1394186019897461
U90,3196.png,Full spatial guide,23.229324340820312,0.9487876296043396,0.10429210960865021
U90,3202.png,Zero guide,28.90591812133789,0.9502965807914734,0.03261873871088028
U90,3330.png,Zero guide,27.707860946655273,0.8698617815971375,0.0509038046002388
U90,3202.png,Uniform guide,27.997211456298828,0.9744172096252441,0.05107112228870392
U90,3330.png,Uniform guide,23.458698272705078,0.8489937782287598,0.05429164320230484
U90,3202.png,Raw-input guide,28.9747257232666,0.9773989319801331,0.0395030677318573
U90,3330.png,Raw-input guide,24.65941619873047,0.8427999019622803,0.050294216722249985
U90,3202.png,Cross-image guide,28.98157501220703,0.9742195010185242,0.034116193652153015
U90,3330.png,Cross-image guide,22.222129821777344,0.7959030270576477,0.09269177913665771
U90,3202.png,Full spatial guide,29.554119110107422,0.9784446358680725,0.03751618415117264
U90,3330.png,Full spatial guide,24.487783432006836,0.8413419127464294,0.0514010451734066
U90,3650.png,Zero guide,24.122182846069336,0.9499813914299011,0.09828794002532959
U90,3728.png,Zero guide,22.690963745117188,0.8713452816009521,0.12541013956069946
U90,3650.png,Uniform guide,29.491613388061523,0.972550094127655,0.05833999440073967
U90,3728.png,Uniform guide,23.8833065032959,0.9184465408325195,0.07180342078208923
U90,3650.png,Raw-input guide,27.363454818725586,0.9615733027458191,0.07222051918506622
U90,3728.png,Raw-input guide,24.40648078918457,0.9358863830566406,0.07829871028661728
U90,3650.png,Cross-image guide,28.365459442138672,0.9704241752624512,0.05865275114774704
U90,3728.png,Cross-image guide,23.299793243408203,0.9090619087219238,0.10537037253379822
U90,3650.png,Full spatial guide,27.19432830810547,0.9592157006263733,0.0738639310002327
U90,3728.png,Full spatial guide,24.43112564086914,0.9368276000022888,0.07885278761386871
U90,379_img_.png,Zero guide,23.6228084564209,0.9393157958984375,0.11653639376163483
U90,380_img_.png,Zero guide,16.502079010009766,0.8694925308227539,0.4126845598220825
U90,379_img_.png,Uniform guide,19.548404693603516,0.8579140305519104,0.12359906733036041
U90,380_img_.png,Uniform guide,21.13162612915039,0.9446206092834473,0.15135808289051056
U90,379_img_.png,Raw-input guide,18.987001419067383,0.8559670448303223,0.12712234258651733
U90,380_img_.png,Raw-input guide,19.73763656616211,0.9360770583152771,0.14409126341342926
U90,379_img_.png,Cross-image guide,20.24235725402832,0.9137740731239319,0.1325835883617401
U90,380_img_.png,Cross-image guide,17.956668853759766,0.9195240139961243,0.2567596733570099
U90,379_img_.png,Full spatial guide,18.957447052001953,0.8554481863975525,0.13187015056610107
U90,380_img_.png,Full spatial guide,19.15736198425293,0.9017608165740967,0.19031180441379547
U90,381_img_.png,Zero guide,21.2473087310791,0.9055096507072449,0.10972613841295242
U90,382_img_.png,Zero guide,16.921493530273438,0.9107068181037903,0.28135553002357483
U90,381_img_.png,Uniform guide,26.029232025146484,0.9823333621025085,0.03576097637414932
U90,382_img_.png,Uniform guide,21.199913024902344,0.9460725784301758,0.13558094203472137
U90,381_img_.png,Raw-input guide,25.42434310913086,0.979919970035553,0.03921795263886452
U90,382_img_.png,Raw-input guide,19.667736053466797,0.9405881762504578,0.1478537917137146
U90,381_img_.png,Cross-image guide,23.677898406982422,0.9253217577934265,0.07934381067752838
U90,382_img_.png,Cross-image guide,16.7215518951416,0.8553362488746643,0.23537641763687134
U90,381_img_.png,Full spatial guide,26.030433654785156,0.9774021506309509,0.041902150958776474
U90,382_img_.png,Full spatial guide,19.465675354003906,0.9264035224914551,0.16294939815998077
U90,383_img_.png,Zero guide,19.694650650024414,0.7974259257316589,0.16468128561973572
U90,3925.png,Zero guide,20.60664939880371,0.8825021386146545,0.14719924330711365
U90,383_img_.png,Uniform guide,25.533695220947266,0.948702335357666,0.05993756651878357
U90,3925.png,Uniform guide,22.837623596191406,0.9222557544708252,0.10751691460609436
U90,383_img_.png,Raw-input guide,26.8076114654541,0.9542654156684875,0.05014984682202339
U90,3925.png,Raw-input guide,23.105121612548828,0.9303478598594666,0.1060829684138298
U90,383_img_.png,Cross-image guide,27.036270141601562,0.9496293067932129,0.03816544637084007
U90,3925.png,Cross-image guide,22.1365966796875,0.9038410186767578,0.13219568133354187
U90,383_img_.png,Full spatial guide,27.322786331176758,0.9557906985282898,0.04438593238592148
U90,3925.png,Full spatial guide,23.16574478149414,0.9326963424682617,0.104684017598629
U90,3947.png,Zero guide,24.150379180908203,0.8967722058296204,0.0808335542678833
U90,4070.png,Zero guide,27.370393753051758,0.9725295901298523,0.04514120891690254
U90,3947.png,Uniform guide,26.758424758911133,0.9564555287361145,0.03666078299283981
U90,4070.png,Uniform guide,27.41452407836914,0.9485065340995789,0.042555391788482666
U90,3947.png,Raw-input guide,27.093412399291992,0.9598842263221741,0.028933078050613403
U90,4070.png,Raw-input guide,27.06427764892578,0.9449251294136047,0.04199258238077164
U90,3947.png,Cross-image guide,26.461584091186523,0.9585751891136169,0.030311821028590202
U90,4070.png,Cross-image guide,27.679044723510742,0.9574875831604004,0.06009124591946602
U90,3947.png,Full spatial guide,27.21111488342285,0.959469735622406,0.028927568346261978
U90,4070.png,Full spatial guide,26.716705322265625,0.9418827891349792,0.044271305203437805
U90,540_img_.png,Zero guide,24.125926971435547,0.9507482051849365,0.05385035276412964
U90,541_img_.png,Zero guide,25.00018310546875,0.9464731216430664,0.11468890309333801
U90,540_img_.png,Uniform guide,28.853113174438477,0.9548813700675964,0.06351497769355774
U90,541_img_.png,Uniform guide,28.690641403198242,0.9710459113121033,0.048435360193252563
U90,540_img_.png,Raw-input guide,28.583698272705078,0.9673667550086975,0.05035535991191864
U90,541_img_.png,Raw-input guide,30.541542053222656,0.9751479625701904,0.0388585664331913
U90,540_img_.png,Cross-image guide,28.261995315551758,0.9720063209533691,0.040366031229496
U90,541_img_.png,Cross-image guide,27.213268280029297,0.9601160883903503,0.05244751274585724
U90,540_img_.png,Full spatial guide,29.165267944335938,0.9660307765007019,0.049764905124902725
U90,541_img_.png,Full spatial guide,29.635196685791016,0.9721758365631104,0.041530270129442215
U90,542_img_.png,Zero guide,17.681316375732422,0.850773811340332,0.14980542659759521
U90,543_img_.png,Zero guide,22.117828369140625,0.9192414879798889,0.13233788311481476
U90,542_img_.png,Uniform guide,17.302701950073242,0.8660705089569092,0.13683974742889404
U90,543_img_.png,Uniform guide,22.373640060424805,0.9285843372344971,0.07654714584350586
U90,542_img_.png,Raw-input guide,18.26161003112793,0.8622564673423767,0.1529037058353424
U90,543_img_.png,Raw-input guide,19.90868377685547,0.8981552124023438,0.10281356424093246
U90,542_img_.png,Cross-image guide,18.1060733795166,0.8698967099189758,0.14938682317733765
U90,543_img_.png,Cross-image guide,25.247098922729492,0.9263103604316711,0.07972444593906403
U90,542_img_.png,Full spatial guide,18.007715225219727,0.8637717366218567,0.14575804769992828
U90,543_img_.png,Full spatial guide,19.287813186645508,0.888133704662323,0.11494947224855423
U90,544_img_.png,Zero guide,22.842655181884766,0.942380964756012,0.11476685106754303
U90,5554.png,Zero guide,22.64621925354004,0.9419566988945007,0.0957985371351242
U90,544_img_.png,Uniform guide,34.641212463378906,0.9791777729988098,0.042365800589323044
U90,5554.png,Uniform guide,22.18360137939453,0.8550119400024414,0.1415124535560608
U90,544_img_.png,Raw-input guide,34.51839828491211,0.979156494140625,0.04261365160346031
U90,5554.png,Raw-input guide,22.51388931274414,0.8769299387931824,0.13465315103530884
U90,544_img_.png,Cross-image guide,23.349950790405273,0.9191930294036865,0.1110352948307991
U90,5554.png,Cross-image guide,22.5296573638916,0.8806706070899963,0.12154728174209595
U90,544_img_.png,Full spatial guide,34.918434143066406,0.9792695045471191,0.0422658771276474
U90,5554.png,Full spatial guide,22.66533851623535,0.8794447779655457,0.12959600985050201
U90,5818.png,Zero guide,21.494693756103516,0.9614608287811279,0.1314140111207962
U90,5830.png,Zero guide,21.90288734436035,0.9529147744178772,0.1526961773633957
U90,5818.png,Uniform guide,22.136974334716797,0.9370184540748596,0.16001594066619873
U90,5830.png,Uniform guide,23.014774322509766,0.955204963684082,0.0985378548502922
U90,5818.png,Raw-input guide,18.601261138916016,0.9284262657165527,0.18590064346790314
U90,5830.png,Raw-input guide,19.844318389892578,0.9319448471069336,0.13674530386924744
U90,5818.png,Cross-image guide,18.778240203857422,0.9200074672698975,0.18981285393238068
U90,5830.png,Cross-image guide,20.060943603515625,0.9332453608512878,0.13099047541618347
U90,5818.png,Full spatial guide,17.68271827697754,0.9186477661132812,0.18040427565574646
U90,5830.png,Full spatial guide,18.40740394592285,0.9066087603569031,0.1586551070213318
U90,601_img_.png,Zero guide,18.049089431762695,0.7670019268989563,0.280187726020813
U90,602_img_.png,Zero guide,23.24233055114746,0.8987007141113281,0.19516277313232422
U90,601_img_.png,Uniform guide,19.13982582092285,0.9084528088569641,0.1617664396762848
U90,602_img_.png,Uniform guide,27.937347412109375,0.9757593274116516,0.05940692871809006
U90,601_img_.png,Raw-input guide,18.597721099853516,0.8961048126220703,0.17458182573318481
U90,602_img_.png,Raw-input guide,29.85396385192871,0.9795077443122864,0.047451384365558624
U90,601_img_.png,Cross-image guide,18.623355865478516,0.8935063481330872,0.17259958386421204
U90,602_img_.png,Cross-image guide,30.058317184448242,0.978437602519989,0.047513917088508606
U90,601_img_.png,Full spatial guide,18.625715255737305,0.8969683051109314,0.17398907244205475
U90,602_img_.png,Full spatial guide,30.116769790649414,0.9794657826423645,0.04756990447640419
U90,603_img_.png,Zero guide,23.06707000732422,0.9179684519767761,0.17642617225646973
U90,604_img_.png,Zero guide,27.041954040527344,0.9315419793128967,0.1490735560655594
U90,603_img_.png,Uniform guide,33.57231140136719,0.9843736290931702,0.03844328969717026
U90,604_img_.png,Uniform guide,30.189105987548828,0.9712657332420349,0.07011015713214874
U90,603_img_.png,Raw-input guide,33.63029098510742,0.9844365119934082,0.03857387974858284
U90,604_img_.png,Raw-input guide,30.701698303222656,0.9725468754768372,0.06307590752840042
U90,603_img_.png,Cross-image guide,33.60337829589844,0.9849908947944641,0.038453374058008194
U90,604_img_.png,Cross-image guide,30.785900115966797,0.9753459095954895,0.06979198753833771
U90,603_img_.png,Full spatial guide,33.444278717041016,0.9842734336853027,0.040232107043266296
U90,604_img_.png,Full spatial guide,31.098146438598633,0.9733025431632996,0.06455644965171814
U90,605_img_.png,Zero guide,21.891834259033203,0.8995936512947083,0.13638432323932648
U90,6062.png,Zero guide,20.199195861816406,0.9088799357414246,0.0509728342294693
U90,605_img_.png,Uniform guide,27.805278778076172,0.9579870104789734,0.05430500954389572
U90,6062.png,Uniform guide,18.387393951416016,0.9224147200584412,0.04130733385682106
U90,605_img_.png,Raw-input guide,30.161514282226562,0.9723038077354431,0.04009724408388138
U90,6062.png,Raw-input guide,23.316303253173828,0.9162318706512451,0.04468284919857979
U90,605_img_.png,Cross-image guide,19.717058181762695,0.8398866653442383,0.1591344028711319
U90,6062.png,Cross-image guide,18.955659866333008,0.9347785115242004,0.041693441569805145
U90,605_img_.png,Full spatial guide,31.03432846069336,0.975429356098175,0.0372503362596035
U90,6062.png,Full spatial guide,23.322486877441406,0.9157773852348328,0.046769049018621445
U90,6082.png,Zero guide,24.036359786987305,0.9443724751472473,0.10676509141921997
U90,6788.png,Zero guide,21.58899688720703,0.955650806427002,0.08927062153816223
U90,6082.png,Uniform guide,22.947956085205078,0.9011712670326233,0.14741526544094086
U90,6788.png,Uniform guide,22.208250045776367,0.969720184803009,0.07475467026233673
U90,6082.png,Raw-input guide,22.756383895874023,0.8991082310676575,0.14053845405578613
U90,6788.png,Raw-input guide,23.11111831665039,0.9719402194023132,0.06901511549949646
U90,6082.png,Cross-image guide,23.084430694580078,0.9135997295379639,0.1751652956008911
U90,6788.png,Cross-image guide,24.939838409423828,0.976938009262085,0.07984916120767593
U90,6082.png,Full spatial guide,22.56269073486328,0.8980429768562317,0.14011095464229584
U90,6788.png,Full spatial guide,23.866954803466797,0.9749271869659424,0.07120396196842194
U90,6820.png,Zero guide,27.868324279785156,0.9683302044868469,0.035353973507881165
U90,8010.png,Zero guide,22.936494827270508,0.914671003818512,0.09866318851709366
U90,6820.png,Uniform guide,28.576650619506836,0.9644437432289124,0.0227876678109169
U90,8010.png,Uniform guide,26.894004821777344,0.9667821526527405,0.08114708214998245
U90,6820.png,Raw-input guide,27.54389762878418,0.9568455219268799,0.028254065662622452
U90,8010.png,Raw-input guide,26.111095428466797,0.9638247489929199,0.10574771463871002
U90,6820.png,Cross-image guide,28.706039428710938,0.9593576788902283,0.02442551776766777
U90,8010.png,Cross-image guide,27.440338134765625,0.9677109718322754,0.10057111829519272
U90,6820.png,Full spatial guide,27.567293167114258,0.9551312923431396,0.027652697637677193
U90,8010.png,Full spatial guide,26.925878524780273,0.9655539393424988,0.1015031561255455
U90,8046.png,Zero guide,19.219106674194336,0.9372282028198242,0.11035216599702835
U90,82_img_.png,Zero guide,28.132169723510742,0.9831244349479675,0.08663827180862427
U90,8046.png,Uniform guide,25.7724552154541,0.976959764957428,0.05901999771595001
U90,82_img_.png,Uniform guide,21.044910430908203,0.8864107131958008,0.13410253822803497
U90,8046.png,Raw-input guide,26.801549911499023,0.97872394323349,0.05057268962264061
U90,82_img_.png,Raw-input guide,21.049373626708984,0.8873961567878723,0.1360599845647812
U90,8046.png,Cross-image guide,22.99015235900879,0.9573407173156738,0.10240235924720764
U90,82_img_.png,Cross-image guide,21.34426498413086,0.9350818991661072,0.2384546399116516
U90,8046.png,Full spatial guide,27.018911361694336,0.979002058506012,0.04913529008626938
U90,82_img_.png,Full spatial guide,21.100502014160156,0.8883740901947021,0.134518101811409
U90,86_img_.png,Zero guide,14.60192584991455,0.7714164853096008,0.21168909966945648
U90,87_img_.png,Zero guide,22.60965347290039,0.8756165504455566,0.11390294134616852
U90,86_img_.png,Uniform guide,13.777297973632812,0.7487521767616272,0.25961101055145264
U90,87_img_.png,Uniform guide,32.0411262512207,0.9679663181304932,0.027776749804615974
U90,86_img_.png,Raw-input guide,17.82776641845703,0.8308711647987366,0.10040142387151718
U90,87_img_.png,Raw-input guide,32.13288497924805,0.9705831408500671,0.027703944593667984
U90,86_img_.png,Cross-image guide,16.525712966918945,0.7969884872436523,0.12988755106925964
U90,87_img_.png,Cross-image guide,29.095233917236328,0.9602876305580139,0.05313129350543022
U90,86_img_.png,Full spatial guide,17.89785385131836,0.8329057693481445,0.09891811013221741
U90,87_img_.png,Full spatial guide,32.21173095703125,0.9710452556610107,0.026964597404003143
U90,89_img_.png,Zero guide,26.49803352355957,0.9650935530662537,0.06395681202411652
U90,90_img_.png,Zero guide,21.322208404541016,0.8646190166473389,0.11947546899318695
U90,89_img_.png,Uniform guide,24.868457794189453,0.9242570996284485,0.06681472063064575
U90,90_img_.png,Uniform guide,29.51506805419922,0.9444208741188049,0.023591794073581696
U90,89_img_.png,Raw-input guide,22.158187866210938,0.9008684754371643,0.08948556333780289
U90,90_img_.png,Raw-input guide,31.242616653442383,0.9540851712226868,0.02328583411872387
U90,89_img_.png,Cross-image guide,20.443191528320312,0.8597407937049866,0.11462496221065521
U90,90_img_.png,Cross-image guide,24.627267837524414,0.927786648273468,0.07890179753303528
U90,89_img_.png,Full spatial guide,22.1416072845459,0.9034941792488098,0.09227420389652252
U90,90_img_.png,Full spatial guide,31.283203125,0.9573357701301575,0.022281300276517868
U90,928_img_.png,Zero guide,21.015932083129883,0.8062474131584167,0.11935557425022125
U90,929_img_.png,Zero guide,21.49703025817871,0.818871796131134,0.09678418934345245
U90,928_img_.png,Uniform guide,20.865516662597656,0.8409267067909241,0.10330269485712051
U90,929_img_.png,Uniform guide,25.151885986328125,0.9316985011100769,0.0552983433008194
U90,928_img_.png,Raw-input guide,22.387557983398438,0.8546767234802246,0.08835488557815552
U90,929_img_.png,Raw-input guide,25.372669219970703,0.9300376772880554,0.050160184502601624
U90,928_img_.png,Cross-image guide,23.587379455566406,0.8552021384239197,0.08282791078090668
U90,929_img_.png,Cross-image guide,26.86037254333496,0.9355702996253967,0.04764785245060921
U90,928_img_.png,Full spatial guide,22.405006408691406,0.8556830286979675,0.08808743208646774
U90,929_img_.png,Full spatial guide,25.302946090698242,0.9298623204231262,0.05040108412504196
U90,9547.png,Zero guide,18.35289764404297,0.9288732409477234,0.11657999455928802
U90,9554.png,Zero guide,24.749927520751953,0.9155049324035645,0.0858069509267807
U90,9547.png,Uniform guide,18.650772094726562,0.9275792241096497,0.10512853413820267
U90,9554.png,Uniform guide,24.132339477539062,0.967856228351593,0.04213317856192589
U90,9547.png,Raw-input guide,19.004976272583008,0.9190849661827087,0.11876840889453888
U90,9554.png,Raw-input guide,23.455427169799805,0.9693488478660583,0.037630725651979446
U90,9547.png,Cross-image guide,17.835205078125,0.9171817898750305,0.12645451724529266
U90,9554.png,Cross-image guide,22.572723388671875,0.9654396176338196,0.04537609964609146
U90,9547.png,Full spatial guide,19.062122344970703,0.9191484451293945,0.11719230562448502
U90,9554.png,Full spatial guide,23.450183868408203,0.969471275806427,0.037143684923648834
U90,9557.png,Zero guide,22.081174850463867,0.841242790222168,0.14425036311149597
U90,9567.png,Zero guide,29.668106079101562,0.9749849438667297,0.046030718833208084
U90,9557.png,Uniform guide,24.97591209411621,0.964634120464325,0.0408061146736145
